positive/9.jpg 1 0 0 49 198
positive/5.jpg 1 0 0 117 72
positive/2.jpg 1 0 0 114 85
positive/21.jpg 1 0 0 150 51
positive/10.jpg 1 0 0 67 35
positive/35.jpg 1 0 0 61 107
positive/16.jpg 1 0 0 53 82
positive/28.jpg 1 0 0 89 129
positive/32.jpg 1 0 0 63 88
positive/14.jpg 1 0 0 169 82
positive/36.jpg 1 0 0 45 32
positive/22.jpg 1 0 0 123 127
positive/3.jpg 1 0 0 54 51
positive/11.jpg 1 0 0 208 192
positive/24.jpg 1 0 0 188 164
positive/26.jpg 1 0 0 77 106
positive/13.jpg 1 0 0 58 44
positive/15.jpg 1 0 0 93 49
positive/17.jpg 1 0 0 150 81
positive/25.jpg 1 0 0 114 54
positive/18.jpg 1 0 0 45 95
positive/19.jpg 1 0 0 101 96
positive/34.jpg 1 0 0 29 77
positive/37.jpg 1 0 0 26 79
positive/8.jpg 1 0 0 167 35
positive/7.jpg 1 0 0 66 134
positive/23.jpg 1 0 0 104 38
positive/38.jpg 1 0 0 88 16
positive/29.jpg 1 0 0 48 56
positive/4.jpg 1 0 0 97 66
positive/12.jpg 1 0 0 59 52
positive/1.jpg 1 0 0 129 31
positive/27.jpg 1 0 0 88 66
positive/30.jpg 1 0 0 36 23
positive/6.jpg 1 0 0 74 72
positive/31.jpg 1 0 0 87 61
positive/20.jpg 1 0 0 99 108
positive/33.jpg 1 0 0 88 95
